,news_id,tweet_id,reply_id,tweet_detail,replies_detail
595,587,1220777231351459847,"[1220731968117182465, 1220775209202016258, 1220778336835833856]","[datetime.date(2020, 1, 24), 1220777231351459847, 59517652]","[[datetime.date(2020, 1, 24), 1220731968117182465, 7587032], [datetime.date(2020, 1, 24), 1220775209202016258, 1129412194779766784], [datetime.date(2020, 1, 24), 1220778336835833856, 792459757198184448]]"
596,587,1220777463443345410,"[1220745362346053632, 1220773899069284353, 1220775885881724928, 1220778644177608705]","[datetime.date(2020, 1, 24), 1220777463443345410, 59517652]","[[datetime.date(2020, 1, 24), 1220745362346053632, 1324081909], [datetime.date(2020, 1, 24), 1220773899069284353, 885569194108092417], [datetime.date(2020, 1, 24), 1220775885881724928, 885569194108092417], [datetime.date(2020, 1, 24), 1220778644177608705, 885569194108092417]]"
597,587,1220781339810717696,"[1220781730757476353, 1220782129614872576]","[datetime.date(2020, 1, 24), 1220781339810717696, 48637571]","[[datetime.date(2020, 1, 24), 1220781730757476353, 48637571], [datetime.date(2020, 1, 24), 1220782129614872576, 48637571]]"
598,587,1220964469876019200,"[1220959982604165121, 1220980960029597697, 1221015183952355333, 1221015790033326082, 1221017045162004480, 1221020769871781888, 1221022275949846529]","[datetime.date(2020, 1, 25), 1220964469876019200, 216614798]","[[datetime.date(2020, 1, 25), 1220959982604165121, 14895030], [datetime.date(2020, 1, 25), 1220980960029597697, 926335428805791744], [datetime.date(2020, 1, 25), 1221015183952355333, 888777108373340160], [datetime.date(2020, 1, 25), 1221015790033326082, 1667456066], [datetime.date(2020, 1, 25), 1221017045162004480, 1330289040], [datetime.date(2020, 1, 25), 1221020769871781888, 1330289040], [datetime.date(2020, 1, 25), 1221022275949846529, 1330289040]]"
599,587,1221054143734960129,"[1221057002648023040, 1221233168868696064]","[datetime.date(2020, 1, 25), 1221054143734960129, 472056036]","[[datetime.date(2020, 1, 25), 1221057002648023040, 1202553637341405184], [datetime.date(2020, 1, 26), 1221233168868696064, 886319668201480192]]"
600,587,1221080803284803585,"[1221185146726109184, 1221194884469723138]","[datetime.date(2020, 1, 25), 1221080803284803585, 111412750]","[[datetime.date(2020, 1, 25), 1221185146726109184, 111412750], [datetime.date(2020, 1, 25), 1221194884469723138, 111412750]]"
601,587,1221108669032681472,[1221115588434694149],"[datetime.date(2020, 1, 25), 1221108669032681472, 1256753802]","[[datetime.date(2020, 1, 25), 1221115588434694149, 1256753802]]"
602,587,1221227347212300288,"[1221234758493057024, 1221228484518768642, 1221233197918433281, 1221230579343155200, 1221567995526299649, 1221238663603843072, 1221248364748034050]","[datetime.date(2020, 1, 26), 1221227347212300288, 2301990517]","[[datetime.date(2020, 1, 26), 1221228484518768642, 3749310432], [datetime.date(2020, 1, 26), 1221230579343155200, 1209707834872680449], [datetime.date(2020, 1, 26), 1221233197918433281, 555574035], [datetime.date(2020, 1, 26), 1221234758493057024, 2310233742], [datetime.date(2020, 1, 26), 1221238663603843072, 32711536], [datetime.date(2020, 1, 26), 1221248364748034050, 1214747676064899073], [datetime.date(2020, 1, 26), 1221567995526299649, 17875264]]"
603,587,1221234701572153345,"[1221339284873105408, 1221339472463388672]","[datetime.date(2020, 1, 26), 1221234701572153345, 24825097]","[[datetime.date(2020, 1, 26), 1221339284873105408, 24825097], [datetime.date(2020, 1, 26), 1221339472463388672, 24825097]]"
604,587,1221409841035599872,"[1221409844005089349, 1221409846223917057, 1221411129865449472, 1221411132222644224, 1221411135611658241, 1221414838804582402, 1221414841077899264, 1221414843317719040, 1221414846001971201, 1221415470433292288, 1221415472597536768, 1221415474732380160, 1221415476791848961, 1221418887494979584, 1221418890472890369, 1221412547951198208, 1221412551931592706, 1221412554100084740, 1221412556415406080, 1221412558407655424, 1221412560584560641, 1221412562622959616, 1221413584401502208, 1221413586486079488, 1221413588650405889, 1221413591871520772, 1221413593918377987]","[datetime.date(2020, 1, 26), 1221409841035599872, 2931999886]","[[datetime.date(2020, 1, 26), 1221409844005089349, 2931999886], [datetime.date(2020, 1, 26), 1221409846223917057, 2931999886], [datetime.date(2020, 1, 26), 1221411129865449472, 2931999886], [datetime.date(2020, 1, 26), 1221411132222644224, 2931999886], [datetime.date(2020, 1, 26), 1221411135611658241, 2931999886], [datetime.date(2020, 1, 26), 1221412547951198208, 2931999886], [datetime.date(2020, 1, 26), 1221412551931592706, 2931999886], [datetime.date(2020, 1, 26), 1221412554100084740, 2931999886], [datetime.date(2020, 1, 26), 1221412556415406080, 2931999886], [datetime.date(2020, 1, 26), 1221412558407655424, 2931999886], [datetime.date(2020, 1, 26), 1221412560584560641, 2931999886], [datetime.date(2020, 1, 26), 1221412562622959616, 2931999886], [datetime.date(2020, 1, 26), 1221413584401502208, 2931999886], [datetime.date(2020, 1, 26), 1221413586486079488, 2931999886], [datetime.date(2020, 1, 26), 1221413588650405889, 2931999886], [datetime.date(2020, 1, 26), 1221413591871520772, 2931999886], [datetime.date(2020, 1, 26), 1221413593918377987, 2931999886], [datetime.date(2020, 1, 26), 1221414838804582402, 2931999886], [datetime.date(2020, 1, 26), 1221414841077899264, 2931999886], [datetime.date(2020, 1, 26), 1221414843317719040, 2931999886], [datetime.date(2020, 1, 26), 1221414846001971201, 2931999886], [datetime.date(2020, 1, 26), 1221415470433292288, 2931999886], [datetime.date(2020, 1, 26), 1221415472597536768, 2931999886], [datetime.date(2020, 1, 26), 1221415474732380160, 2931999886], [datetime.date(2020, 1, 26), 1221415476791848961, 2931999886], [datetime.date(2020, 1, 26), 1221418887494979584, 2931999886], [datetime.date(2020, 1, 26), 1221418890472890369, 2931999886]]"
605,587,1221445903782834176,"[1221460561025568770, 1221461819006447617]","[datetime.date(2020, 1, 26), 1221445903782834176, 1100305795]","[[datetime.date(2020, 1, 26), 1221460561025568770, 1100305795], [datetime.date(2020, 1, 26), 1221461819006447617, 1100305795]]"
606,587,1222556053314781184,[1222580225294229504],"[datetime.date(2020, 1, 29), 1222556053314781184, 468522002]","[[datetime.date(2020, 1, 29), 1222580225294229504, 1100278577117855744]]"
607,587,1222561806499164160,[1222579916081750017],"[datetime.date(2020, 1, 29), 1222561806499164160, 4834923616]","[[datetime.date(2020, 1, 29), 1222579916081750017, 1100278577117855744]]"
608,587,1223236591956701184,"[1223163829720354822, 1223237434005237760, 1223238339903545346]","[datetime.date(2020, 1, 31), 1223236591956701184, 722826731535478785]","[[datetime.date(2020, 1, 31), 1223163829720354822, 1057248206642384896], [datetime.date(2020, 1, 31), 1223237434005237760, 722826731535478785], [datetime.date(2020, 1, 31), 1223238339903545346, 722826731535478785]]"
609,587,1232727457167441921,[1233058644654247936],"[datetime.date(2020, 2, 26), 1232727457167441921, 590126852]","[[datetime.date(2020, 2, 27), 1233058644654247936, 204836705]]"
610,590,1220825764511260672,[1220826529090895875],"[datetime.date(2020, 1, 24), 1220825764511260672, 2666598398]","[[datetime.date(2020, 1, 24), 1220826529090895875, 1656034184]]"
611,590,1220864960147918849,[1220873970037080064],"[datetime.date(2020, 1, 25), 1220864960147918849, 1061357032400412677]","[[datetime.date(2020, 1, 25), 1220873970037080064, 347439516]]"
612,590,1220903896257687553,[1220904411863638016],"[datetime.date(2020, 1, 25), 1220903896257687553, 242300121]","[[datetime.date(2020, 1, 25), 1220904411863638016, 1159586947444199424]]"
613,590,1220940138336776192,[1220940606429593603],"[datetime.date(2020, 1, 25), 1220940138336776192, 788569590]","[[datetime.date(2020, 1, 25), 1220940606429593603, 1156035120639483904]]"
614,590,1220951287598063617,"[1220727764602540035, 1220918814533210112, 1220927168601034753, 1220938606010826752]","[datetime.date(2020, 1, 25), 1220951287598063617, 134229245]","[[datetime.date(2020, 1, 24), 1220727764602540035, 984632317519060992], [datetime.date(2020, 1, 25), 1220918814533210112, 134229245], [datetime.date(2020, 1, 25), 1220927168601034753, 134229245], [datetime.date(2020, 1, 25), 1220938606010826752, 134229245]]"
615,590,1221045178212839430,"[1221113913200271360, 1221685873927835654]","[datetime.date(2020, 1, 25), 1221045178212839430, 292423442]","[[datetime.date(2020, 1, 25), 1221113913200271360, 2851170553], [datetime.date(2020, 1, 27), 1221685873927835654, 353964202]]"
616,590,1221112012786294786,[1221112504639770624],"[datetime.date(2020, 1, 25), 1221112012786294786, 1031605476079935488]","[[datetime.date(2020, 1, 25), 1221112504639770624, 1186313933382148096]]"
617,590,1221445652208652288,"[1221432010092294144, 1221459982111166475, 1221460227201163265]","[datetime.date(2020, 1, 26), 1221445652208652288, 3256817169]","[[datetime.date(2020, 1, 26), 1221432010092294144, 742337238781026304], [datetime.date(2020, 1, 26), 1221459982111166475, 742337238781026304], [datetime.date(2020, 1, 26), 1221460227201163265, 742337238781026304]]"
618,590,1221568011955425281,[1221568773888659464],"[datetime.date(2020, 1, 26), 1221568011955425281, 356647746]","[[datetime.date(2020, 1, 26), 1221568773888659464, 1150859388560826368]]"
619,593,1221141190835343360,"[1221352590870532096, 1221150203526307840, 1221162934186975232, 1221294793185099776, 1221301352480985088, 1221143861118099459, 1221286449753931778, 1221346669565902850]","[datetime.date(2020, 1, 25), 1221141190835343360, 2423370157]","[[datetime.date(2020, 1, 25), 1221143861118099459, 272550935], [datetime.date(2020, 1, 25), 1221150203526307840, 2423370157], [datetime.date(2020, 1, 25), 1221162934186975232, 183711743], [datetime.date(2020, 1, 26), 1221286449753931778, 1000234354856153088], [datetime.date(2020, 1, 26), 1221294793185099776, 588307816], [datetime.date(2020, 1, 26), 1221301352480985088, 121044535], [datetime.date(2020, 1, 26), 1221346669565902850, 860013181904629760], [datetime.date(2020, 1, 26), 1221352590870532096, 2423370157]]"
620,593,1221797755045085186,"[1221803634574471168, 1221803863126073351, 1221840660015173634, 1221810269950623744, 1221798367182766080]","[datetime.date(2020, 1, 27), 1221797755045085186, 313385516]","[[datetime.date(2020, 1, 27), 1221798367182766080, 136185881], [datetime.date(2020, 1, 27), 1221803634574471168, 3229497842], [datetime.date(2020, 1, 27), 1221803863126073351, 313385516], [datetime.date(2020, 1, 27), 1221810269950623744, 122054137], [datetime.date(2020, 1, 27), 1221840660015173634, 700534551659958273]]"
621,593,1221820216436502528,[1221822362045186049],"[datetime.date(2020, 1, 27), 1221820216436502528, 2176111004]","[[datetime.date(2020, 1, 27), 1221822362045186049, 955125455031484416]]"
622,593,1221886208030187520,[1228280251215728640],"[datetime.date(2020, 1, 27), 1221886208030187520, 2160362135]","[[datetime.date(2020, 2, 14), 1228280251215728640, 2160362135]]"
623,593,1221983672473014272,[1221985778215071746],"[datetime.date(2020, 1, 28), 1221983672473014272, 172169670]","[[datetime.date(2020, 1, 28), 1221985778215071746, 2774263267]]"
624,593,1223554099460943872,[1223558022972051457],"[datetime.date(2020, 2, 1), 1223554099460943872, 2423370157]","[[datetime.date(2020, 2, 1), 1223558022972051457, 1150214039638700032]]"
625,593,1224522049026002944,"[1224504749329793025, 1224508287548133376, 1224509544610426882, 1224522053765615617]","[datetime.date(2020, 2, 4), 1224522049026002944, 2269557301]","[[datetime.date(2020, 2, 4), 1224504749329793025, 2269557301], [datetime.date(2020, 2, 4), 1224508287548133376, 2269557301], [datetime.date(2020, 2, 4), 1224509544610426882, 2269557301], [datetime.date(2020, 2, 4), 1224522053765615617, 2269557301]]"
626,593,1226281381287718917,[1226972630433042432],"[datetime.date(2020, 2, 8), 1226281381287718917, 2312872291]","[[datetime.date(2020, 2, 10), 1226972630433042432, 2312872291]]"
627,593,1226460538705731584,[1226461974286000128],"[datetime.date(2020, 2, 9), 1226460538705731584, 771729326492483584]","[[datetime.date(2020, 2, 9), 1226461974286000128, 771729326492483584]]"
628,593,1226804022360731648,"[1226801320452972544, 1226803333903441921, 1226804548670382080, 1226805731254362112]","[datetime.date(2020, 2, 10), 1226804022360731648, 888808440583172096]","[[datetime.date(2020, 2, 10), 1226801320452972544, 888808440583172096], [datetime.date(2020, 2, 10), 1226803333903441921, 888808440583172096], [datetime.date(2020, 2, 10), 1226804548670382080, 888808440583172096], [datetime.date(2020, 2, 10), 1226805731254362112, 888808440583172096]]"
629,593,1227448616668815362,"[1227449148800217088, 1227449576086482945]","[datetime.date(2020, 2, 12), 1227448616668815362, 888808440583172096]","[[datetime.date(2020, 2, 12), 1227449148800217088, 888808440583172096], [datetime.date(2020, 2, 12), 1227449576086482945, 888808440583172096]]"
630,593,1229857811519197184,"[1229858547095216131, 1229866471704100864, 1230012818981900290]","[datetime.date(2020, 2, 18), 1229857811519197184, 15455253]","[[datetime.date(2020, 2, 18), 1229858547095216131, 1072606771108302849], [datetime.date(2020, 2, 18), 1229866471704100864, 335361349], [datetime.date(2020, 2, 19), 1230012818981900290, 1216539378996195328]]"
631,593,1237616485968691201,"[1237622818616950784, 1237623390984232960]","[datetime.date(2020, 3, 11), 1237616485968691201, 62464176]","[[datetime.date(2020, 3, 11), 1237622818616950784, 62464176], [datetime.date(2020, 3, 11), 1237623390984232960, 62464176]]"
632,593,1237769138476584962,"[1237769141135835137, 1237769142972932102, 1237769144721866752]","[datetime.date(2020, 3, 11), 1237769138476584962, 1213394206523191296]","[[datetime.date(2020, 3, 11), 1237769141135835137, 1213394206523191296], [datetime.date(2020, 3, 11), 1237769142972932102, 1213394206523191296], [datetime.date(2020, 3, 11), 1237769144721866752, 1213394206523191296]]"
633,593,1238677647023943680,"[1238501747456380931, 1240789888741429248]","[datetime.date(2020, 3, 14), 1238677647023943680, 199056422]","[[datetime.date(2020, 3, 13), 1238501747456380931, 60403024], [datetime.date(2020, 3, 19), 1240789888741429248, 1237364548107042816]]"
634,593,1239521382825750528,[1239735443739955200],"[datetime.date(2020, 3, 16), 1239521382825750528, 124115301]","[[datetime.date(2020, 3, 17), 1239735443739955200, 124115301]]"
635,593,1239602849543266307,"[1239762677674565632, 1239603279966896129, 1239763299035578368, 1239898987240529922, 1241465455862136833]","[datetime.date(2020, 3, 16), 1239602849543266307, 2423370157]","[[datetime.date(2020, 3, 16), 1239603279966896129, 99074439], [datetime.date(2020, 3, 17), 1239762677674565632, 983497567], [datetime.date(2020, 3, 17), 1239763299035578368, 983497567], [datetime.date(2020, 3, 17), 1239898987240529922, 33748038], [datetime.date(2020, 3, 21), 1241465455862136833, 754328575]]"
636,593,1240441546253586432,[1240440779589500933],"[datetime.date(2020, 3, 19), 1240441546253586432, 983497567]","[[datetime.date(2020, 3, 19), 1240440779589500933, 116579971]]"
637,593,1240566479935942657,[1240566614409519104],"[datetime.date(2020, 3, 19), 1240566479935942657, 2203444120]","[[datetime.date(2020, 3, 19), 1240566614409519104, 2203444120]]"
638,593,1241597996254613504,"[1241613301273915392, 1241664225732370435, 1241613407511429125]","[datetime.date(2020, 3, 22), 1241597996254613504, 2423370157]","[[datetime.date(2020, 3, 22), 1241613301273915392, 1126778637980553216], [datetime.date(2020, 3, 22), 1241613407511429125, 1126778637980553216], [datetime.date(2020, 3, 22), 1241664225732370435, 2397937940]]"
639,593,1242052991772954629,[1242068069763047427],"[datetime.date(2020, 3, 23), 1242052991772954629, 2423370157]","[[datetime.date(2020, 3, 23), 1242068069763047427, 605269037]]"
640,593,1242170560685076480,"[1242376798890897410, 1242746878615097345, 1242773292366233602, 1243068979549093890, 1243082368459538432, 1243088169181917184, 1243198553129803776, 1243431045279580160, 1243435513907830785, 1243873978193592321, 1243913438897700864, 1243994056910229505, 1244162253764476928, 1244673951919292423, 1250372640868421637, 1250717198466682880, 1250726148129972225, 1256500603825594369]","[datetime.date(2020, 3, 23), 1242170560685076480, 248594723]","[[datetime.date(2020, 3, 24), 1242376798890897410, 248594723], [datetime.date(2020, 3, 25), 1242746878615097345, 248594723], [datetime.date(2020, 3, 25), 1242773292366233602, 248594723], [datetime.date(2020, 3, 26), 1243068979549093890, 248594723], [datetime.date(2020, 3, 26), 1243082368459538432, 248594723], [datetime.date(2020, 3, 26), 1243088169181917184, 248594723], [datetime.date(2020, 3, 26), 1243198553129803776, 248594723], [datetime.date(2020, 3, 27), 1243431045279580160, 248594723], [datetime.date(2020, 3, 27), 1243435513907830785, 248594723], [datetime.date(2020, 3, 28), 1243873978193592321, 248594723], [datetime.date(2020, 3, 28), 1243913438897700864, 248594723], [datetime.date(2020, 3, 28), 1243994056910229505, 248594723], [datetime.date(2020, 3, 29), 1244162253764476928, 248594723], [datetime.date(2020, 3, 30), 1244673951919292423, 248594723], [datetime.date(2020, 4, 15), 1250372640868421637, 248594723], [datetime.date(2020, 4, 16), 1250717198466682880, 248594723], [datetime.date(2020, 4, 16), 1250726148129972225, 248594723], [datetime.date(2020, 5, 2), 1256500603825594369, 248594723]]"
